"lon","lat","density"
189.8457,74.7867,14.453764
189.992,74.5693,14.453764
190.1342,74.3518,14.453764
190.2724,74.1345,10.694092
190.4069,73.9171,10.694092
190.5377,73.6998,10.694092
190.665,73.4825,10.694092
190.789,73.2652,10.694092
190.9097,73.048,10.694092
191.0274,72.8308,10.694092
191.142,72.6137,10.694092
191.2538,72.3967,10.694092
191.3629,72.1797,10.694092
191.4692,71.9628,10.694092
191.573,71.746,10.694092
191.6743,71.5292,10.694092
191.7733,71.3125,9.258581
191.8699,71.0959,9.258581
191.9643,70.8794,9.258581
192.0565,70.6629,10.10817
192.1467,70.4466,10.10817
192.2348,70.2303,10.10817
192.321,70.0142,10.10817
192.4054,69.7981,10.10817
192.4879,69.5822,10.10817
192.5686,69.3663,10.10817
192.6476,69.1506,10.10817
192.725,68.935,17.7154
192.8008,68.7194,17.7154
192.875,68.5041,17.7154
192.9477,68.2888,21.67038
193.0189,68.0736,21.113754
193.0888,67.8586,21.113754
193.1572,67.6437,17.7154
193.2243,67.4289,17.7154
193.2902,67.2143,17.7154
193.3547,66.9998,17.236897
193.4181,66.7854,17.236897
193.4802,66.5711,17.940004
193.5412,66.357,18.525927
193.601,66.1431,20.049328
193.6598,65.9293,19.043493
194.0429,64.4368,21.855923
194.0939,64.2242,20.566893
194.144,64.0118,20.283695
194.1933,63.7995,20.283695
194.2417,63.5874,20.283695
194.2894,63.3755,21.68991
194.3363,63.1637,21.68991
194.3824,62.9521,21.68991
194.4278,62.7407,21.68991
194.4725,62.5294,19.043493
194.5164,62.3183,19.043493
194.7661,61.0556,21.855923
194.8056,60.8458,21.855923
194.8444,60.6361,21.855923
194.8827,60.4267,21.855923
194.9204,60.2174,21.855923
194.9575,60.0084,19.043493
194.9942,59.7995,21.680145
195.0303,59.5908,21.592257
195.0658,59.3824,21.328592
195.1009,59.1741,21.592257
195.1355,58.966,21.621553
195.1696,58.7581,21.621553
28.4034,70.1996,21.855923
28.4985,70.4155,21.855923
28.5959,70.6315,21.904749
28.6955,70.8476,21.904749
28.7974,71.0637,21.904749
28.9017,71.2799,21.904749
29.0085,71.4962,21.904749
29.1179,71.7125,21.904749
29.2299,71.9289,21.904749
29.3447,72.1454,21.904749
29.4623,72.362,21.904749
29.5829,72.5785,21.904749
29.7066,72.7952,21.904749
29.8336,73.0118,21.904749
29.9638,73.2286,21.904749
30.0975,73.4453,21.904749
30.2348,73.6621,21.904749
30.3758,73.8789,21.904749
30.5208,74.0957,21.904749
30.6698,74.3125,21.904749
30.823,74.5293,21.904749
30.9806,74.7462,21.904749
31.1429,74.963,21.904749
31.3099,75.1798,21.904749
31.482,75.3966,21.904749
31.6593,75.6133,21.904749
31.8421,75.8301,21.904749
32.0306,76.0467,21.904749
32.2251,76.2634,21.904749
32.4259,76.4799,21.904749
32.6334,76.6964,21.904749
32.8477,76.9128,21.904749
33.0693,77.1291,21.904749
33.2986,77.3453,21.904749
33.5358,77.5614,21.904749
33.7816,77.7773,21.904749
34.0362,77.9931,21.54343
34.3003,78.2088,21.54343
34.5742,78.4243,21.54343
34.8586,78.6395,21.54343
35.1541,78.8546,21.904749
35.4612,79.0695,21.904749
35.7807,79.2841,21.904749
36.1134,79.4984,21.5239
36.46,79.7124,21.54343
36.8214,79.9262,21.54343
37.1985,80.1395,21.426245
37.5924,80.3525,21.43601
38.0042,80.5651,21.43601
38.4349,80.7773,21.43601
38.8861,80.9889,21.43601
39.359,81.2001,21.43601
39.8552,81.4107,21.43601
40.3764,81.6206,21.43601
40.9245,81.8299,21.43601
41.5014,82.0385,9.434358
42.1094,82.2463,9.434358
42.751,82.4532,5.078998
43.4287,82.6591,5.078998
44.1455,82.864,5.078998
44.9048,83.0678,5.078998
45.7099,83.2703,5.078998
46.565,83.4715,5.078998
47.4744,83.6712,5.078998
48.4429,83.8692,3.3895872
49.4759,84.0654,3.3895872
50.5792,84.2595,3.3895872
51.7595,84.4514,3.3895872
53.0239,84.6409,3.3895872
54.3803,84.8275,3.3895872
55.8376,85.0111,3.3895872
57.4054,85.1912,3.3895872
59.0939,85.3675,3.3895872
60.9144,85.5395,3.3895872
62.8789,85.7066,3.3895872
65,85.8683,3.3895872
67.2906,86.0239,3.3895872
69.7636,86.1727,3.3895872
72.4314,86.3138,3.3895872
75.3048,86.4463,3.3895872
78.3925,86.5691,3.3895872
81.6992,86.6814,3.3895872
85.2249,86.7818,3.3895872
88.9625,86.8693,3.3895872
92.8973,86.9427,3.3895872
97.0054,87.0011,3.3895872
101.2538,87.0435,3.3895872
105.6013,87.0692,3.3895872
110,87.0778,3.3895872
114.3987,87.0692,4.6786175
118.7462,87.0435,4.6786175
122.9946,87.0011,4.6786175
127.1027,86.9427,4.6786175
131.0375,86.8693,4.6786175
134.7751,86.7818,14.453764
138.3008,86.6814,4.6786175
141.6075,86.5691,4.6786175
144.6952,86.4463,4.6786175
147.5686,86.3138,4.5028405
150.2364,86.1727,4.5028405
152.7094,86.0239,3.3895872
155,85.8683,3.3895872
157.1211,85.7066,3.3895872
159.0856,85.5395,3.3895872
160.9061,85.3675,3.3895872
162.5946,85.1912,3.3895872
164.1624,85.0111,3.3895872
165.6196,84.8275,3.3895872
166.9761,84.6409,3.3895872
168.2405,84.4514,3.3895872
169.4208,84.2595,3.3895872
170.5241,84.0654,3.3895872
171.5571,83.8692,3.3895872
172.5256,83.6712,3.3895872
173.435,83.4715,3.3895872
174.29,83.2703,3.3895872
175.0952,83.0678,3.3895872
175.8545,82.864,3.3895872
176.5713,82.6591,3.3895872
177.249,82.4532,3.3895872
177.8905,82.2463,3.3895872
178.4986,82.0385,3.3895872
179.0755,81.8299,3.3895872
179.6236,81.6206,3.3895872
180.1448,81.4107,4.5028405
180.641,81.2001,4.5028405
181.1139,80.9889,4.5028405
181.565,80.7773,4.5028405
181.9958,80.5651,4.5028405
182.4076,80.3525,4.5028405
182.8015,80.1395,4.5028405
183.1786,79.9262,4.5028405
183.54,79.7124,6.993013
183.8866,79.4984,6.993013
184.2193,79.2841,6.993013
184.5388,79.0695,6.993013
184.8459,78.8546,6.993013
185.1414,78.6395,6.993013
185.4258,78.4243,14.453764
185.6997,78.2088,14.453764
185.9638,77.9931,14.453764
186.2184,77.7773,14.453764
186.4641,77.5614,14.453764
186.7014,77.3453,14.453764
186.9307,77.1291,14.453764
187.1523,76.9128,14.453764
187.3666,76.6964,14.453764
187.5741,76.4799,14.453764
187.7749,76.2634,14.453764
187.9694,76.0467,14.453764
188.1579,75.8301,14.453764
188.3407,75.6133,14.453764
188.518,75.3966,14.453764
188.6901,75.1798,14.453764
188.8571,74.963,14.453764
189.0193,74.7462,14.453764
189.177,74.5293,14.453764
189.3302,74.3125,14.453764
189.4792,74.0957,14.453764
189.6241,73.8789,14.453764
189.7652,73.6621,14.453764
189.9025,73.4453,14.453764
190.0362,73.2286,14.453764
190.1664,73.0118,14.453764
190.2933,72.7952,14.453764
190.4171,72.5785,10.694092
190.5377,72.362,10.694092
190.6553,72.1454,10.694092
190.7701,71.9289,10.694092
190.8821,71.7125,10.694092
190.9915,71.4962,10.10817
191.0983,71.2799,10.10817
191.2026,71.0637,10.10817
191.3045,70.8476,10.10817
191.4041,70.6315,10.10817
191.5014,70.4155,10.10817
191.5966,70.1996,10.10817
191.6897,69.9838,10.10817
191.7808,69.7681,10.10817
191.8699,69.5525,10.10817
191.9571,69.337,10.10817
192.0425,69.1216,10.10817
192.1261,68.9063,10.10817
192.2079,68.6911,10.10817
192.2881,68.476,10.10817
192.3667,68.2611,17.7154
192.4436,68.0462,21.67038
192.5191,67.8315,17.7154
192.5931,67.6169,17.7154
192.6656,67.4024,17.7154
192.7367,67.188,17.7154
192.8065,66.9737,17.7154
192.875,66.7596,17.7154
192.9422,66.5457,18.29156
193.0081,66.3318,18.525927
193.0728,66.1181,20.049328
193.1363,65.9046,19.96144
193.5505,64.4137,21.855923
193.6056,64.2013,20.283695
193.6598,63.9891,20.283695
193.7131,63.777,20.283695
193.7655,63.5651,20.283695
193.8171,63.3534,20.947742
193.8678,63.1418,21.68991
193.9177,62.9304,21.68991
193.9668,62.7192,21.68991
194.0151,62.5081,21.68991
194.0626,62.2972,21.68991
194.1094,62.0865,19.043493
194.1554,61.876,21.855923
194.2894,61.2454,21.855923
194.3327,61.0356,21.855923
194.3754,60.8259,21.221172
194.4174,60.6165,21.680145
194.4588,60.4072,21.855923
194.4996,60.1981,21.855923
194.5398,59.9892,21.680145
194.5794,59.7805,21.592257
194.6185,59.5719,21.592257
194.657,59.3636,21.328592
194.6949,59.1555,21.592257
194.7323,58.9476,21.621553
29.0395,70.1666,21.855923
29.2461,70.5976,21.855923
29.353,70.8133,21.904749
29.4623,71.029,21.904749
29.5742,71.2448,21.904749
29.6888,71.4606,21.904749
29.8061,71.6765,21.904749
29.9262,71.8925,21.904749
30.0493,72.1085,21.904749
30.1755,72.3245,21.904749
30.3048,72.5406,21.904749
30.4375,72.7567,21.904749
30.5735,72.9729,21.904749
30.7131,73.1891,21.904749
30.8564,73.4053,21.904749
31.0035,73.6215,21.904749
31.1547,73.8377,21.904749
31.3099,74.0539,21.904749
31.4695,74.2701,21.904749
31.6336,74.4864,21.904749
31.8024,74.7025,21.904749
31.9761,74.9187,21.904749
32.1549,75.1348,21.904749
32.3391,75.3509,21.904749
32.5288,75.567,21.904749
32.7243,75.783,21.904749
32.926,75.9989,21.904749
33.134,76.2147,21.904749
33.3487,76.4305,21.904749
33.5704,76.6461,21.904749
33.7995,76.8617,21.904749
34.0362,77.0771,21.904749
34.2811,77.2924,21.904749
34.5345,77.5075,21.904749
34.7968,77.7225,21.54343
35.0685,77.9373,21.54343
35.3501,78.1519,21.54343
35.6422,78.3663,21.54343
35.9454,78.5804,21.54343
36.2602,78.7943,21.54343
36.5873,79.008,21.904749
36.9275,79.2213,21.904749
37.2815,79.4343,21.5239
37.6501,79.647,21.54343
38.0343,79.8593,21.54343
38.4349,80.0713,21.426245
38.8531,80.2827,21.426245
39.29,80.4937,21.426245
39.7468,80.7042,21.43601
40.2248,80.9141,21.084457
40.7256,81.1235,21.084457
41.2505,81.3322,21.084457
41.8014,81.5402,21.43601
42.3801,81.7474,21.43601
42.9887,81.9538,8.311339
43.6294,82.1593,8.311339
44.3045,82.3638,5.078998
45.0169,82.5672,5.078998
45.7693,82.7695,5.078998
46.565,82.9705,5.078998
47.4076,83.1702,5.078998
48.3008,83.3683,5.078998
49.2488,83.5647,5.078998
50.2564,83.7593,3.3895872
51.3287,83.9519,3.3895872
52.4712,84.1422,3.3895872
53.6901,84.3302,3.3895872
54.992,84.5154,3.3895872
56.3843,84.6976,3.3895872
57.875,84.8765,3.3895872
59.4725,85.0517,3.3895872
61.1859,85.2228,3.3895872
63.0251,85.3894,3.3895872
65,85.5508,3.3895872
67.1211,85.7066,3.3895872
69.3987,85.8561,3.3895872
71.8428,85.9986,3.3895872
74.4623,86.1333,3.3895872
77.2648,86.2594,3.3895872
80.2551,86.3759,3.3895872
83.4349,86.482,3.3895872
86.8014,86.5765,3.3895872
90.3462,86.6586,3.3895872
94.0546,86.7273,3.3895872
97.9052,86.7818,3.3895872
101.8699,86.8212,3.3895872
105.9144,86.8451,3.3895872
110,86.8532,4.6786175
114.0856,86.8451,4.6786175
118.1301,86.8212,4.6786175
122.0948,86.7818,14.453764
125.9454,86.7273,14.453764
129.6538,86.6586,14.453764
133.1986,86.5765,14.453764
136.565,86.482,14.453764
139.7449,86.3759,4.6786175
142.7352,86.2594,4.6786175
145.5377,86.1333,4.6786175
148.1572,85.9986,4.5028405
150.6013,85.8561,4.5028405
152.8789,85.7066,4.5028405
155,85.5508,4.5028405
156.9749,85.3894,4.5028405
158.8141,85.2228,4.5028405
160.5275,85.0517,4.5028405
162.125,84.8765,4.5028405
163.6156,84.6976,3.3895872
165.008,84.5154,3.3895872
166.3099,84.3302,3.3895872
167.5288,84.1422,3.3895872
168.6713,83.9519,3.3895872
169.7436,83.7593,3.3895872
170.7512,83.5647,3.3895872
171.6992,83.3683,3.3895872
172.5924,83.1702,6.993013
173.435,82.9705,6.993013
174.2307,82.7695,3.3895872
174.9831,82.5672,3.3895872
175.6954,82.3638,3.3895872
176.3706,82.1593,3.3895872
177.0113,81.9538,3.3895872
177.6199,81.7474,3.3895872
178.1986,81.5402,4.5028405
178.7495,81.3322,4.5028405
179.2744,81.1235,4.5028405
179.7751,80.9141,4.5028405
180.2532,80.7042,4.5028405
180.71,80.4937,4.5028405
181.1469,80.2827,4.5028405
181.565,80.0713,4.5028405
181.9657,79.8593,4.5028405
182.3499,79.647,4.5028405
182.7185,79.4343,6.993013
183.0725,79.2213,6.993013
183.4127,79.008,6.993013
183.7398,78.7943,6.993013
184.0546,78.5804,6.993013
184.3578,78.3663,6.993013
184.6499,78.1519,6.993013
184.9315,77.9373,14.453764
185.2032,77.7225,14.453764
185.4655,77.5075,14.453764
185.7189,77.2924,14.453764
185.9638,77.0771,14.453764
186.2005,76.8617,14.453764
186.4296,76.6461,14.453764
186.6513,76.4305,14.453764
186.866,76.2147,14.453764
187.074,75.9989,14.453764
187.2757,75.783,14.453764
187.4712,75.567,14.453764
187.6609,75.3509,14.453764
187.8451,75.1348,14.453764
188.0239,74.9187,14.453764
188.1976,74.7025,14.453764
188.3664,74.4864,14.453764
188.5305,74.2701,14.453764
188.6901,74.0539,14.453764
188.8453,73.8377,14.453764
188.9965,73.6215,14.453764
189.1436,73.4053,14.453764
189.2869,73.1891,14.453764
189.4265,72.9729,14.453764
189.5625,72.7567,14.453764
189.6952,72.5406,14.453764
189.8245,72.3245,14.453764
189.9507,72.1085,14.453764
190.0738,71.8925,14.453764
190.1939,71.6765,14.453764
190.3112,71.4606,10.10817
190.4258,71.2448,10.10817
190.5377,71.029,10.10817
190.647,70.8133,10.10817
190.7539,70.5976,10.10817
190.8584,70.382,10.10817
190.9605,70.1666,10.10817
191.0604,69.9511,10.10817
191.1582,69.7358,10.10817
191.2538,69.5206,10.10817
191.3475,69.3054,10.10817
191.4391,69.0904,10.10817
191.5289,68.8754,10.10817
191.6168,68.6606,10.10817
191.7029,68.4458,10.10817
191.7872,68.2312,10.10817
191.8699,68.0166,10.10817
191.9509,67.8022,10.10817
192.0304,67.5879,10.10817
192.1083,67.3737,17.7154
192.1847,67.1596,10.10817
192.2597,66.9457,10.10817
192.3332,66.7319,17.7154
192.4054,66.5182,18.29156
192.4762,66.3046,18.525927
192.5457,66.0912,19.053259
192.614,65.8779,16.738863
192.681,65.6647,21.855923
192.8115,65.2388,21.855923
192.875,65.0261,19.043493
192.9374,64.8135,21.855923
192.9987,64.6011,21.680145
193.059,64.3888,20.566893
193.1183,64.1766,20.283695
193.1765,63.9646,20.283695
193.2338,63.7528,20.283695
193.2902,63.5411,20.947742
193.3456,63.3296,20.947742
193.4001,63.1182,20.947742
193.4537,62.9071,21.68991
193.5065,62.696,21.68991
193.5584,62.4852,21.68991
193.6095,62.2745,21.68991
193.6598,62.064,21.68991
193.7093,61.8536,19.043493
193.7581,61.6434,19.043493
193.8061,61.4334,21.855923
193.8534,61.2236,21.855923
193.8999,61.014,19.043493
193.9458,60.8045,21.621553
193.991,60.5952,21.621553
194.0355,60.3861,21.621553
194.0794,60.1772,21.621553
194.1226,59.9685,21.328592
194.1652,59.7599,21.328592
194.2072,59.5516,21.328592
194.2486,59.3434,21.592257
194.2894,59.1354,21.621553
194.3296,58.9277,21.621553
29.5667,69.9161,21.855923
29.6733,70.1311,21.855923
29.8939,70.5613,21.904749
30.008,70.7765,21.904749
30.1247,70.9918,21.904749
30.2441,71.2071,21.904749
30.3663,71.4225,21.904749
30.4915,71.6379,21.904749
30.6196,71.8534,21.904749
30.751,72.0689,21.904749
30.8855,72.2844,21.904749
31.0235,72.5,21.904749
31.1649,72.7155,21.904749
31.3099,72.9311,21.904749
31.4587,73.1468,21.904749
31.6115,73.3624,21.904749
31.7683,73.578,21.904749
31.9293,73.7936,21.904749
32.0948,74.0092,21.904749
32.2648,74.2248,21.904749
32.4396,74.4403,21.904749
32.6193,74.6558,21.904749
32.8043,74.8713,21.904749
32.9946,75.0867,21.904749
33.1906,75.3021,21.904749
33.3925,75.5173,21.904749
33.6005,75.7325,21.904749
33.815,75.9476,21.904749
34.0362,76.1627,21.904749
34.2645,76.3775,21.904749
34.5002,76.5923,21.904749
34.7436,76.8069,21.904749
34.9951,77.0214,21.904749
35.2551,77.2357,21.904749
35.5241,77.4499,21.904749
35.8025,77.6638,21.54343
36.0908,77.8775,21.54343
36.3895,78.091,21.54343
36.6992,78.3043,21.103989
37.0205,78.5173,21.54343
37.354,78.7299,21.54343
37.7004,78.9423,21.54343
38.0605,79.1543,21.54343
38.4349,79.366,21.54343
38.8247,79.5772,21.045395
39.2307,79.7881,21.045395
39.6538,79.9984,21.045395
40.0952,80.2083,21.045395
40.556,80.4176,21.045395
41.0375,80.6264,21.084457
41.541,80.8345,21.084457
42.0679,81.042,21.084457
42.6199,81.2487,21.084457
43.1986,81.4546,21.084457
43.8059,81.6597,21.084457
44.4439,81.8638,8.311339
45.1148,82.0669,8.311339
45.821,82.269,8.311339
46.565,82.4698,8.311339
47.3499,82.6694,21.221172
48.1786,82.8675,5.078998
49.0546,83.0642,5.078998
49.9816,83.2591,5.078998
50.9638,83.4523,5.078998
52.0054,83.6434,5.078998
53.1113,83.8323,3.3895872
54.2869,84.0189,3.3895872
55.5377,84.2028,3.3895872
56.8699,84.3837,3.3895872
58.2902,84.5615,3.3895872
59.8056,84.7358,3.3895872
61.4237,84.9061,3.3895872
63.1524,85.0721,3.3895872
65,85.2334,3.3895872
66.9749,85.3894,3.3895872
69.0856,85.5395,3.3895872
71.3402,85.6832,3.3895872
73.7462,85.8198,3.3895872
76.3099,85.9485,3.3895872
79.0362,86.0686,3.3895872
81.9275,86.1793,3.3895872
84.9831,86.2797,3.3895872
88.1986,86.369,3.3895872
91.565,86.4463,3.3895872
95.0686,86.5108,3.3895872
98.6901,86.5618,3.3895872
102.4053,86.5987,3.3895872
106.1859,86.621,3.3895872
110,86.6285,4.6786175
113.8141,86.621,4.6786175
117.5946,86.5987,14.453764
121.3099,86.5618,14.453764
124.9314,86.5108,14.453764
128.435,86.4463,14.453764
131.8014,86.369,14.453764
135.0169,86.2797,14.453764
138.0725,86.1793,14.453764
140.9638,86.0686,4.6786175
143.6901,85.9485,4.6786175
146.2538,85.8198,4.5028405
148.6598,85.6832,4.5028405
150.9144,85.5395,4.5028405
153.0251,85.3894,4.5028405
155,85.2334,4.5028405
156.8476,85.0721,4.5028405
158.5763,84.9061,4.5028405
160.1944,84.7358,4.5028405
161.7098,84.5615,3.3895872
163.1301,84.3837,3.3895872
164.4623,84.2028,3.3895872
165.7131,84.0189,3.3895872
166.8887,83.8323,3.3895872
167.9946,83.6434,6.993013
169.0362,83.4523,3.3895872
170.0184,83.2591,3.3895872
170.9454,83.0642,6.993013
171.8214,82.8675,6.993013
172.6501,82.6694,6.993013
173.435,82.4698,3.3895872
174.179,82.269,3.3895872
174.8852,82.0669,3.3895872
175.556,81.8638,3.3895872
176.1941,81.6597,4.5028405
176.8014,81.4546,4.5028405
177.3801,81.2487,4.5028405
177.9321,81.042,4.5028405
178.459,80.8345,4.5028405
178.9625,80.6264,4.5028405
179.444,80.4176,4.5028405
179.9048,80.2083,4.5028405
180.3462,79.9984,4.5028405
180.7693,79.7881,4.5028405
181.1753,79.5772,4.5028405
181.565,79.366,4.5028405
181.9395,79.1543,4.5028405
182.2996,78.9423,4.5028405
182.646,78.7299,6.993013
182.9795,78.5173,6.993013
183.3008,78.3043,6.993013
183.6105,78.091,6.993013
183.9092,77.8775,6.993013
184.1975,77.6638,14.453764
184.4759,77.4499,14.453764
184.7449,77.2357,14.453764
185.0049,77.0214,14.453764
185.2564,76.8069,14.453764
185.4998,76.5923,14.453764
185.7355,76.3775,14.453764
185.9638,76.1627,14.453764
186.185,75.9476,14.453764
186.3994,75.7325,14.453764
186.6075,75.5173,14.453764
186.8094,75.3021,14.453764
187.0054,75.0867,14.453764
187.1957,74.8713,14.453764
187.3807,74.6558,14.453764
187.5604,74.4403,14.453764
187.7352,74.2248,14.453764
187.9052,74.0092,14.453764
188.0707,73.7936,14.453764
188.2317,73.578,14.453764
188.3885,73.3624,14.453764
188.5412,73.1468,14.453764
188.6901,72.9311,14.453764
188.8351,72.7155,15.9185705
188.9765,72.5,15.9185705
189.1145,72.2844,15.9185705
189.249,72.0689,14.453764
189.3803,71.8534,15.9185705
189.5085,71.6379,15.9185705
189.6337,71.4225,15.498659
189.7559,71.2071,15.498659
189.8753,70.9918,15.498659
189.992,70.7765,15.498659
190.1061,70.5613,10.10817
190.2176,70.3462,10.10817
190.3266,70.1311,10.10817
190.4333,69.9161,10.10817
190.5377,69.7012,10.10817
190.6398,69.4863,10.10817
190.7398,69.2716,10.10817
190.8376,69.0569,10.10817
190.9335,68.8423,10.10817
191.0274,68.6278,10.10817
191.1193,68.4134,10.10817
191.2095,68.1991,10.10817
191.2978,67.9849,10.10817
191.3844,67.7708,10.10817
191.4692,67.5569,10.10817
191.5525,67.343,10.10817
191.6341,67.1292,10.10817
191.7142,66.9156,17.7154
191.7928,66.7021,18.29156
191.8699,66.4887,18.525927
191.9456,66.2754,18.525927
192.0199,66.0623,19.053259
192.0928,65.8493,19.053259
192.1645,65.6364,16.738863
192.304,65.211,21.05516
192.3719,64.9986,21.680145
192.4386,64.7862,20.38135
192.5041,64.5741,20.0005
192.5686,64.362,20.283695
192.6319,64.1501,20.283695
192.6942,63.9384,20.283695
192.7555,63.7268,20.283695
192.8157,63.5153,20.283695
192.875,63.3041,20.283695
192.9333,63.0929,20.947742
192.9906,62.882,19.648947
193.047,62.6712,21.680145
193.1026,62.4605,21.680145
193.1572,62.2501,21.680145
193.211,62.0398,21.680145
193.264,61.8296,21.680145
193.3161,61.6196,21.680145
193.3675,61.4098,21.680145
193.4181,61.2002,21.680145
193.4679,60.9908,21.621553
193.5169,60.7815,20.811028
193.5653,60.5724,20.811028
193.6129,60.3635,21.621553
193.6598,60.1548,21.592257
193.7516,59.7379,21.855923
193.7965,59.5297,21.328592
193.8408,59.3217,21.621553
193.8845,59.1139,21.621553
30.0806,69.6642,21.855923
30.1915,69.8787,21.855923
30.3048,70.0933,21.904749
30.6603,70.7373,21.904749
30.7843,70.9521,21.904749
30.9111,71.1669,21.904749
31.0409,71.3818,21.904749
31.1738,71.5967,21.904749
31.3099,71.8117,21.904749
31.4493,72.0266,21.904749
31.5922,72.2416,21.904749
31.7386,72.4566,21.904749
31.8887,72.6716,21.904749
32.0426,72.8867,21.904749
32.2005,73.1017,21.904749
32.3625,73.3167,21.904749
32.5288,73.5316,21.904749
32.6996,73.7466,21.904749
32.875,73.9615,21.904749
33.0552,74.1764,21.904749
33.2405,74.3913,21.904749
33.431,74.6061,21.904749
33.627,74.8208,21.904749
33.8286,75.0354,21.904749
34.0362,75.25,21.904749
34.25,75.4645,21.904749
34.4703,75.6789,21.904749
34.6973,75.8931,21.904749
34.9314,76.1072,21.904749
35.1729,76.3212,21.904749
35.4222,76.5351,21.904749
35.6795,76.7487,21.904749
35.9454,76.9622,21.904749
36.2202,77.1755,21.904749
36.5044,77.3886,21.904749
36.7984,77.6014,21.54343
37.1027,77.814,21.103989
37.418,78.0264,21.103989
37.7447,78.2384,21.103989
38.0834,78.4501,21.103989
38.4349,78.6615,21.103989
38.7999,78.8726,21.103989
39.179,79.0832,21.103989
39.5731,79.2934,21.045395
39.9831,79.5032,21.045395
40.4099,79.7124,21.045395
40.8545,79.9212,21.045395
41.3179,80.1294,21.221172
41.8014,80.337,21.221172
42.3062,80.5439,21.221172
42.8336,80.7501,19.814959
43.3852,80.9556,19.814959
43.9625,81.1603,21.084457
44.5672,81.3641,21.084457
45.2011,81.5669,21.084457
45.8663,81.7687,21.084457
46.565,81.9694,8.311339
47.2996,82.1689,8.311339
48.0725,82.3671,8.311339
48.8866,82.5639,8.311339
49.7449,82.7591,9.717554
50.6507,82.9527,5.078998
51.6075,83.1444,5.078998
52.6192,83.3342,5.078998
53.6901,83.5218,5.078998
54.8245,83.7071,3.3895872
56.0274,83.8897,3.3895872
57.3039,84.0696,3.3895872
58.6598,84.2464,3.3895872
60.1009,84.4197,3.3895872
61.6335,84.5894,3.3895872
63.2643,84.7549,3.3895872
65,84.916,3.3895872
66.8476,85.0721,3.3895872
68.8141,85.2228,3.3895872
70.9061,85.3675,3.3895872
73.1301,85.5057,3.3895872
75.4915,85.6367,3.3895872
77.9946,85.7598,3.3895872
80.6422,85.8744,3.3895872
83.4349,85.9798,3.3895872
86.3706,86.075,3.3895872
89.444,86.1595,3.3895872
92.646,86.2325,3.3895872
95.9638,86.2933,3.3895872
99.3803,86.3413,3.3895872
102.875,86.3759,3.3895872
106.4237,86.3969,4.6786175
110,86.4039,4.6786175
113.5763,86.3969,4.6786175
117.125,86.3759,14.453764
120.6197,86.3413,14.453764
124.0362,86.2933,14.453764
127.354,86.2325,14.453764
130.556,86.1595,14.453764
133.6294,86.075,14.453764
136.565,85.9798,14.453764
139.3577,85.8744,14.453764
142.0054,85.7598,14.453764
144.5085,85.6367,14.453764
146.8699,85.5057,14.453764
149.0939,85.3675,14.453764
151.1859,85.2228,14.453764
153.1524,85.0721,4.5028405
155,84.916,4.5028405
156.7357,84.7549,4.5028405
158.3665,84.5894,4.5028405
159.8991,84.4197,3.3895872
161.3402,84.2464,3.3895872
162.696,84.0696,6.993013
163.9726,83.8897,6.993013
165.1755,83.7071,6.993013
166.3099,83.5218,6.993013
167.3808,83.3342,6.993013
168.3925,83.1444,3.3895872
169.3493,82.9527,6.993013
170.2551,82.7591,6.993013
171.1134,82.5639,6.993013
171.9275,82.3671,3.3895872
172.7004,82.1689,3.3895872
173.435,81.9694,3.3895872
174.1337,81.7687,3.3895872
174.7989,81.5669,4.5028405
175.4328,81.3641,4.5028405
176.0375,81.1603,4.5028405
176.6148,80.9556,4.5028405
177.1664,80.7501,4.5028405
177.6938,80.5439,4.5028405
178.1986,80.337,4.5028405
178.6821,80.1294,4.5028405
179.1455,79.9212,6.993013
179.5901,79.7124,6.993013
180.0169,79.5032,6.993013
180.4269,79.2934,6.993013
180.821,79.0832,4.5028405
181.2001,78.8726,4.5028405
181.565,78.6615,6.993013
181.9165,78.4501,6.993013
182.2553,78.2384,6.993013
182.582,78.0264,6.993013
182.8973,77.814,6.993013
183.2016,77.6014,6.993013
183.4956,77.3886,14.453764
183.7798,77.1755,14.453764
184.0546,76.9622,14.453764
184.3205,76.7487,14.453764
184.5778,76.5351,14.453764
184.8271,76.3212,14.453764
185.0686,76.1072,14.453764
185.3027,75.8931,14.453764
185.5297,75.6789,14.453764
185.75,75.4645,14.453764
185.9638,75.25,14.453764
186.1714,75.0354,14.453764
186.373,74.8208,14.453764
186.569,74.6061,14.453764
186.7595,74.3913,14.453764
186.9447,74.1764,14.453764
187.125,73.9615,14.453764
187.3004,73.7466,14.453764
187.4712,73.5316,14.453764
187.6375,73.3167,14.453764
187.7995,73.1017,14.453764
187.9574,72.8867,14.453764
188.1113,72.6716,15.9185705
188.2614,72.4566,15.9185705
188.4078,72.2416,15.9185705
188.5507,72.0266,15.9185705
188.6901,71.8117,15.9185705
188.8262,71.5967,15.9185705
188.9591,71.3818,15.498659
189.0889,71.1669,15.498659
189.2157,70.9521,15.498659
189.3397,70.7373,16.250593
189.4608,70.5226,10.10817
189.5793,70.3079,10.10817
189.6952,70.0933,10.10817
189.8085,69.8787,10.10817
189.9194,69.6642,10.10817
190.028,69.4498,10.10817
190.1342,69.2354,10.10817
190.2382,69.0211,10.10817
190.3401,68.807,10.10817
190.4399,68.5929,10.10817
190.5377,68.3788,10.10817
190.6335,68.1649,10.10817
190.7274,67.9511,10.10817
